"KrillID","SensorName","Date","Time","User","SensorID","delta_t","Unit","Value","Unit.1","Mode","Phase","Unit.2","Amplitude","Unit.3","Temp","Unit.4","patm","Unit.5","Salinity","Unit.6","Error","Cal0","Unit.7","T0","Unit.8","O2.2nd","Unit.9","Cal2nd","Unit.10","T2nd","Unit.11","CalPressure","Unit.12","f1","dPhi1","dkSv1","dPhi2","dkSv2","m","Cal.Mode","SignalLEDCurrent","ReferenceLEDCurrent","ReferenceAmplitude","DeviceSerial","FwVersion","SensorType","BatchID","Calibration.Date","Sensor.lot","PreSens.calibrated.Sensor","Battery.Voltage","Unit.13","Sequence","FileName","MOATS","Treatment","LoadingLocation","GlassVialNumber","Species","TelsonLength..mm.","Size","dateTime","TrialID.x","percentDOassumpt","assumedSatDOmg","percentDO","obseveredSatDOmg","actualDOmg","CorTemp","SalinityConstant","oxygen","sapply(cSlopes, I)","TrialID.y"
"Trial04_KRLr4_59","KRLr4_59","29-Oct-19",2019-10-29 17:28:42,"default              ",189658826,8.33,"min",9.538,"mg/l","humid",28.065,"deg",4430,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,39218,"SAAA0005000123","     p1.4.0.6 ","PSt3","191029-0",191029,194400,1,6.182,"V",2,"2019.10.29_RESPR_T2","blank",NA,"A4",2,"Euphausia pacifica","n/a","n/a",2019-10-29 17:28:42,"Trial04",1.04817164688236,9.09965464947414,1.04817164688236,9.09965464947414,9.538,11,30.3,267.63628,-0.0308097503113855,"Trial04_KRLr4_59"
"Trial04_KRLr4_59","KRLr4_59","29-Oct-19",2019-10-29 17:58:24,"default              ",189658826,38.03,"min",8.868,"mg/l","humid",28.856,"deg",36742,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,39238,"SAAA0005000123","     p1.4.0.6 ","PSt3","191029-0",191029,194400,1,6.182,"V",2,"2019.10.29_RESPR_T2","blank",NA,"A4",2,"Euphausia pacifica","n/a","n/a",2019-10-29 17:58:24,"Trial04",0.97454247898435,9.09965464947414,0.97454247898435,9.09965464947414,8.868,11,30.3,248.83608,-0.0308097503113855,"Trial04_KRLr4_59"
"Trial04_KRLr4_59","KRLr4_59","29-Oct-19",2019-10-29 19:13:01,"default              ",189658826,112.65,"min",8.864,"mg/l","humid",28.861,"deg",19680,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,39430,"SAAA0005000123","     p1.4.0.6 ","PSt3","191029-0",191029,194400,1,6.184,"V",2,"2019.10.29_RESPR_T2","blank",NA,"A4",2,"Euphausia pacifica","n/a","n/a",2019-10-29 19:13:01,"Trial04",0.974102901862571,9.09965464947414,0.974102901862571,9.09965464947414,8.864,11,30.3,248.72384,-0.0308097503113855,"Trial04_KRLr4_59"
"Trial04_KRLr4_59","KRLr4_59","29-Oct-19",2019-10-29 18:13:49,"default              ",189658826,53.45,"min",8.953,"mg/l","humid",28.751,"deg",38602,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,39289,"SAAA0005000123","     p1.4.0.6 ","PSt3","191029-0",191029,194400,1,6.185,"V",2,"2019.10.29_RESPR_T2","blank",NA,"A4",2,"Euphausia pacifica","n/a","n/a",2019-10-29 18:13:49,"Trial04",0.983883492822157,9.09965464947414,0.983883492822157,9.09965464947414,8.953,11,30.3,251.22118,-0.0308097503113855,"Trial04_KRLr4_59"
"Trial04_KRLr4_59","KRLr4_59","29-Oct-19",2019-10-29 18:13:50,"default              ",189658826,53.47,"min",8.95,"mg/l","humid",28.755,"deg",38743,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,39290,"SAAA0005000123","     p1.4.0.6 ","PSt3","191029-0",191029,194400,1,6.182,"V",2,"2019.10.29_RESPR_T2","blank",NA,"A4",2,"Euphausia pacifica","n/a","n/a",2019-10-29 18:13:50,"Trial04",0.983553809980823,9.09965464947414,0.983553809980823,9.09965464947414,8.95,11,30.3,251.137,-0.0308097503113855,"Trial04_KRLr4_59"
"Trial04_KRLr4_59","KRLr4_59","29-Oct-19",2019-10-29 17:20:30,"default              ",189658826,0.13,"min",8.929,"mg/l","humid",28.781,"deg",12197,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,39220,"SAAA0005000123","     p1.4.0.6 ","PSt3","191029-0",191029,194400,1,6.183,"V",2,"2019.10.29_RESPR_T2","blank",NA,"A4",2,"Euphausia pacifica","n/a","n/a",2019-10-29 17:20:30,"Trial04",0.981246030091482,9.09965464947414,0.981246030091482,9.09965464947414,8.929,11,30.3,250.54774,-0.0308097503113855,"Trial04_KRLr4_59"
"Trial04_KRLr4_59","KRLr4_59","29-Oct-19",2019-10-29 17:58:25,"default              ",189658826,38.05,"min",8.882,"mg/l","humid",28.839,"deg",36476,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,39239,"SAAA0005000123","     p1.4.0.6 ","PSt3","191029-0",191029,194400,1,6.184,"V",2,"2019.10.29_RESPR_T2","blank",NA,"A4",2,"Euphausia pacifica","n/a","n/a",2019-10-29 17:58:25,"Trial04",0.976080998910577,9.09965464947414,0.976080998910577,9.09965464947414,8.882,11,30.3,249.22892,-0.0308097503113855,"Trial04_KRLr4_59"
"Trial04_KRLr4_59","KRLr4_59","29-Oct-19",2019-10-29 18:13:53,"default              ",189658826,53.52,"min",8.954,"mg/l","humid",28.75,"deg",39016,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,39290,"SAAA0005000123","     p1.4.0.6 ","PSt3","191029-0",191029,194400,1,6.185,"V",2,"2019.10.29_RESPR_T2","blank",NA,"A4",2,"Euphausia pacifica","n/a","n/a",2019-10-29 18:13:53,"Trial04",0.983993387102602,9.09965464947414,0.983993387102602,9.09965464947414,8.954,11,30.3,251.24924,-0.0308097503113855,"Trial04_KRLr4_59"
"Trial04_KRLr4_59","KRLr4_59","29-Oct-19",2019-10-29 18:13:44,"default              ",189658826,53.37,"min",10.387,"mg/l","humid",27.155,"deg",2589,"uV",11,"∞C",1013,"mbar",30.3,"pmil",4,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,39265,"SAAA0005000123","     p1.4.0.6 ","PSt3","191029-0",191029,194400,1,6.186,"V",2,"2019.10.29_RESPR_T2","blank",NA,"A4",2,"Euphausia pacifica","n/a","n/a",2019-10-29 18:13:44,"Trial04",1.14147189097998,9.09965464947414,1.14147189097998,9.09965464947414,10.387,11,30.3,291.45922,-0.0308097503113855,"Trial04_KRLr4_59"
"Trial04_KRLr4_59","KRLr4_59","29-Oct-19",2019-10-29 17:28:43,"default              ",189658826,8.35,"min",8.965,"mg/l","humid",28.737,"deg",18384,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,39210,"SAAA0005000123","     p1.4.0.6 ","PSt3","191029-0",191029,194400,1,6.181,"V",2,"2019.10.29_RESPR_T2","blank",NA,"A4",2,"Euphausia pacifica","n/a","n/a",2019-10-29 17:28:43,"Trial04",0.985202224187494,9.09965464947414,0.985202224187494,9.09965464947414,8.965,11,30.3,251.5579,-0.0308097503113855,"Trial04_KRLr4_59"
